ID, RT,mass,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal
448,11.14611667,559.2994,132.9442569,153.988358,127.3313661,145.1988458,79.52025393,7.13E-06,136.4584441,256.8450595,146.3843915,250.4492453,230.5460824,167.0979893,7.01E-06,148.7070341,5.84E-06,171.2859355,92.9513305,169.6627599,161.9504347,152.4970456,185.1914842,89.77229673,194.0476226,212.0954341,199.0678217,253.0686683,223.4785047,199.8961658,134.438289,146.034227,169.9040843,153.6627993,250.0591185,284.3067198,323.8375802,188.3934602,227.6712855,213.8449301,176.1357138,215.2694652,238.2589796,153.5436545,217.3383637,207.9900324,234.4614043,211.7540353,198.9630517,274.6366782,304.1556832,252.0567541,289.2469296,229.5613814,160.2003819,300.4921431,197.6358508,262.137727,132.929245,211.0209527,193.4591757,185.5834618,272.4136813,231.4860667
449,10.89216667,1156.803,6.85E-06,51.95960544,109.7568483,90.18469621,40.86953045,7.13E-06,204.415969,103.3605839,141.6411671,7.18E-06,81.56991698,6.24E-06,7.01E-06,6.23E-06,5.84E-06,6.32E-06,6.71E-06,89.98188664,60.77399425,6.06E-06,123.4980974,31.6658017,110.7757976,6.34E-06,7.31E-06,61.0575489,76.21702257,6.99E-06,89.02374305,102.9732577,84.47073833,5.02E-06,5.02E-06,5.39E-06,980.9744236,1213.382606,5.07E-06,80.67133754,74.10773016,27.62933105,57.06337223,1369.606095,5.59E-06,5.64E-06,5.66E-06,1119.140768,722.3049,1078.156668,5.76E-06,76.98779664,5.71E-06,5.47E-06,5.95E-06,5.60E-06,112.2381189,1146.272298,33.65941347,73.73931216,5.66E-06,70.2218846,1579.010884,5.87E-06
450,12.09123333,1408.9653,6.85E-06,6.54E-06,6.45E-06,9.20E-06,6.79E-06,7.13E-06,5.63E-06,6.25E-06,6.03E-06,7.18E-06,6.00E-06,6.24E-06,7.01E-06,6.23E-06,5.84E-06,6.32E-06,6.71E-06,6.78E-06,7.04E-06,6.06E-06,7.48E-06,7.03E-06,6.15E-06,6.34E-06,7.31E-06,7.57E-06,8.35E-06,6.99E-06,6.43E-06,7.54E-06,6.72E-06,425.8123036,312.2660244,314.3096711,163.0387287,321.5998082,269.5814607,529.595896,405.4771893,316.1663075,236.0432044,571.5100982,276.6297129,470.6160403,459.3138057,394.8289827,211.2654282,335.9265021,344.5882553,5.63E-06,322.1647575,5.47E-06,865.9532371,546.5990862,715.4779008,446.9863157,296.6161302,398.5194419,324.4184279,356.526281,568.6767949,332.9493052
451,11.44248333,509.3487,299.5434598,155.125582,343.4087526,291.6792852,187.1067317,118.6066535,292.3051484,281.4437112,224.1918503,197.7788888,100.6233663,258.2500186,257.801404,342.0977673,125.5711392,76.21492967,101.2802731,66.15482841,297.568324,183.3514916,440.9911224,77.85363902,136.7818763,85.45863159,209.8094068,139.1333967,191.9323219,248.4165402,146.0206509,77.32726865,225.7341458,81.11946957,186.1841294,75.02118717,101.3300995,272.2216498,61.95443521,31.6351972,71.50897893,83.71934019,225.6865103,253.1552475,128.5177518,222.6073363,100.5567718,277.060316,284.5239181,333.5437793,189.6317343,167.6519949,218.0694467,52.94669938,209.5949669,305.1911616,304.0091111,98.27269821,170.0903644,234.0286845,123.2802628,220.9467402,244.3797837,224.9012546
452,5.736183333,842.0102,172.5708211,214.8505384,199.0107666,9.20E-06,167.7269031,7.13E-06,142.4108322,234.3732751,99.43315572,211.7323972,251.4438247,111.9209823,323.3127452,191.0643601,169.8998979,261.6139054,157.4861362,256.8662011,436.7112968,6.06E-06,238.1218905,227.9772223,351.4678733,228.8744425,7.31E-06,400.4434884,8.35E-06,6.99E-06,196.102521,68.32752991,218.3271988,5.02E-06,215.8151435,249.4330181,294.3645588,148.7612647,231.7445084,5.79E-06,184.2018887,257.7826167,250.8815891,255.4463497,328.2027666,305.3881311,218.0936494,285.6359526,227.5318839,265.0146105,311.5250955,5.63E-06,186.7985099,245.2741935,265.0820586,147.907826,262.0793616,214.4051502,6.09E-06,98.88753638,217.2616884,277.5503524,265.3836809,206.0637181
453,6.644966667,513.6318,200.310033,141.8549186,215.8849794,203.8910287,473.7982915,510.5954138,319.1497251,378.7775201,472.2430499,193.7725208,165.6701369,161.9495927,191.6400691,536.3623943,458.6430239,375.7444044,464.3370042,276.0095585,114.0274148,6.06E-06,379.6045369,436.766477,431.7542568,348.642603,248.0353258,169.8234731,111.5576769,152.0761284,279.4320334,294.7511863,251.8607888,5.02E-06,5.02E-06,155.9119189,5.75E-06,6.18E-06,5.07E-06,217.8607251,414.7549277,215.7599658,230.1448301,5.48E-06,5.59E-06,5.64E-06,5.66E-06,6.23E-06,5.64E-06,6.33E-06,5.76E-06,197.4337696,5.71E-06,307.8080953,5.95E-06,5.60E-06,372.6706972,6.72E-06,235.0521521,224.6175224,5.66E-06,325.7745287,6.52E-06,5.87E-06
454,1.266166667,122.0477,290.8300096,254.0541132,264.5580902,276.2152647,528.6821871,633.7257439,231.2930324,323.636359,331.5028035,7.18E-06,80.50322696,449.8163646,185.9684731,109.0346348,279.4828854,55.65861828,397.9899798,194.7103074,107.5515988,216.0303722,346.0440403,157.8037559,137.0007212,285.696265,78.19838344,124.2319283,159.6064076,126.0356628,286.9096845,383.6784582,61.95286037,175.4865595,116.4780919,155.632126,131.9440331,127.3503392,134.7083581,200.8228042,145.9092015,247.5708663,211.5363472,146.9445312,164.882816,189.4607007,162.0865571,83.24363524,129.4248191,99.99030869,118.623654,130.7703497,228.5532659,169.413434,102.206262,146.062889,110.5960671,81.31377206,198.4526755,185.9110241,101.3669714,311.3640624,123.1405513,86.84351038
455,11.95306667,561.3167,239.3127073,244.7662067,258.1475347,9.20E-06,82.37748978,135.3132529,242.4815404,312.9906017,181.6647592,245.7733297,6.00E-06,6.24E-06,7.01E-06,310.7392431,5.84E-06,189.9929953,233.731088,174.066557,208.3438986,195.1544706,195.6055797,187.0973801,170.3545036,6.34E-06,7.31E-06,7.57E-06,196.4743562,246.9802234,283.1252427,100.0501606,175.7232136,315.9885095,321.150681,325.1959619,317.4431173,6.18E-06,245.4460657,5.79E-06,238.7187931,220.8311725,279.9608376,206.3741976,216.9457489,230.2746756,235.4758629,6.23E-06,244.0706205,239.9230925,261.886748,221.4610548,251.5022928,5.47E-06,227.3449655,280.569431,5.21E-06,260.9442095,107.1457778,292.3974459,112.5707991,222.4815561,245.414026,250.9253767
456,12.72841667,318.2783,61.37020395,90.82682151,111.8869497,69.9839254,290.859176,237.2475964,159.5092627,148.4758442,131.3669878,7.18E-06,107.3513534,177.6367056,113.9328219,100.0226238,252.5509964,130.5566472,196.6515564,157.4146486,177.3956974,179.9150502,249.2187259,204.2105564,100.0974588,190.2717266,180.7308073,97.06493775,232.5510948,207.0325609,199.1191769,240.7019376,101.4379131,138.6652464,121.4830178,179.4667103,173.612089,178.7315423,204.6368803,228.4873105,162.596495,44.27499164,183.2275494,223.0705016,289.5086458,87.29739163,144.3547195,399.4297884,46.84016636,258.9652309,172.1131891,183.2129551,43.56900461,173.8667781,248.0854295,154.3382582,93.11797806,173.1275663,200.4856374,197.687718,158.5687825,136.2116692,91.07024117,184.2128386
457,7.854933333,215.1523,268.9224919,265.8979077,241.1949375,300.203025,218.0843169,280.629226,174.3909254,194.2006634,196.0984154,236.044602,168.3177987,173.4544424,208.3171404,171.546592,157.3160265,167.6507395,164.5764968,194.256655,196.612974,157.6067519,230.2599443,203.3080181,176.1713862,179.6903086,226.3766764,244.2112574,247.4574945,201.9980915,124.9816079,228.9813507,221.8260609,168.4469247,112.5799258,171.8137562,167.7438197,174.5949684,128.9852841,162.7033056,150.0607799,182.0691321,163.6086765,160.6754537,152.5877975,149.8754393,173.5523744,112.854983,157.8852653,156.2660147,123.3990695,183.1381201,177.5337054,151.0497312,171.8957631,163.5285721,162.5494897,172.9904019,190.7310124,129.438514,168.8442601,183.7431927,170.3695489,180.9584923
458,4.8019,1654.508,348.7563262,233.4725891,190.8876261,213.0802849,324.5671121,680.5590126,117.0197063,159.1224311,482.1181147,210.0860749,137.9299572,291.3188776,223.1104764,115.80887,234.3565789,75.4420063,346.3333169,198.5447696,7.04E-06,209.6252422,394.1004644,136.2652526,155.63946,265.7737081,58.04655958,160.6051863,98.17690024,73.63122713,191.9309692,177.8449136,6.72E-06,146.0065897,139.138514,155.3011384,161.7723911,265.2517549,181.3813306,218.4224839,147.4831129,145.7222466,243.7724117,210.2958444,157.3294719,165.5865745,196.8052794,160.135499,213.3270206,203.3937588,121.2977727,80.4658115,155.7256227,163.9609686,129.3943228,5.60E-06,101.7644628,203.486679,203.885041,355.2325695,161.8205389,375.055038,222.3525187,206.8895591
459,13.41741667,281.2721,163.8340056,283.0146079,189.0155504,477.6767774,345.4491169,412.6234568,122.7058375,203.2833341,530.9538159,284.1038071,630.2910279,194.1444809,313.0612922,125.5466823,162.5106258,411.5065895,329.2520764,150.2271128,145.8159232,124.9016314,176.1847921,151.8473113,147.3526012,149.0343224,155.9594457,162.3049694,171.1998084,152.5629078,147.5372602,168.0049546,160.6866009,260.6659744,258.453694,163.3534732,173.2320697,142.9935973,127.309451,114.1918006,121.2488906,135.4699102,169.9748745,123.2375345,140.1704318,125.0588224,116.187381,167.0735411,141.8921032,127.1774793,120.0723222,116.3999091,125.4811407,109.9600992,130.1762953,115.6012421,140.5778896,138.8174877,121.9407949,131.0543143,124.5317368,126.0446156,135.6016417,146.5509036
460,6.714033333,542.9828,195.9598518,152.1446455,207.4576269,202.2394401,497.2297162,533.7994875,107.3542494,376.7624132,492.2696289,70.59070307,172.7943316,257.4325005,185.5286438,289.596903,384.582438,580.0146168,282.9607703,491.8835657,265.0626572,581.7660022,421.3080426,336.0999393,422.5327493,310.8815067,248.3608876,229.0590239,113.0085518,146.2593295,355.0106369,351.0301944,352.2802506,5.02E-06,5.02E-06,60.12684285,5.75E-06,6.18E-06,5.07E-06,259.8396063,271.1601304,314.3087106,207.5033576,5.48E-06,5.59E-06,5.64E-06,5.66E-06,6.23E-06,5.64E-06,6.33E-06,5.76E-06,237.0267664,5.71E-06,180.1255129,5.95E-06,5.60E-06,380.2365736,6.72E-06,254.8530183,6.14E-06,5.66E-06,205.8732376,6.52E-06,5.87E-06
461,6.44085,982.5593,6.85E-06,6.54E-06,411.0892904,437.6147423,433.6604461,7.13E-06,457.7386866,6.25E-06,685.7588288,199.4637107,224.1348009,291.94137,287.4800623,488.4040776,584.998123,685.6229624,475.083175,480.9107943,313.5144747,517.8037623,645.7792685,524.109609,505.5580898,48.05690922,7.31E-06,7.57E-06,173.7670218,270.5881166,368.9136734,7.54E-06,6.72E-06,5.02E-06,5.02E-06,227.6014949,5.75E-06,6.18E-06,5.07E-06,436.2403136,364.0090274,352.153824,314.4212721,5.48E-06,5.59E-06,5.64E-06,5.66E-06,6.23E-06,5.64E-06,6.33E-06,5.76E-06,339.9690157,5.71E-06,290.2599863,5.95E-06,5.60E-06,39.28846133,6.72E-06,243.1282127,360.1628902,5.66E-06,276.3371825,6.52E-06,5.87E-06
462,12.73535,362.3035,239.9096858,223.2748779,146.8468799,288.189565,6.79E-06,162.2360663,212.3884022,233.444979,217.0244791,244.3075091,219.0525692,204.8234762,249.6195749,200.3154231,201.552896,199.7575351,220.2336248,221.7615898,260.8479538,226.3981151,264.3400297,238.9217859,117.1689283,221.6079157,260.9337258,7.57E-06,8.35E-06,6.99E-06,6.43E-06,249.7957327,233.1092609,200.9546855,163.6809716,208.4545639,170.7619554,206.8536985,181.444543,196.8296108,188.0240433,266.6983055,233.4120483,184.0424531,254.4808566,175.0500386,5.66E-06,270.7936095,190.5960203,243.1162736,5.76E-06,220.4672797,240.415421,186.8712264,254.8512964,179.1328929,170.034859,239.1134093,235.1289695,224.1992549,158.4465788,233.2361458,247.8583788,198.3718794
463,5.924716667,192.0423,210.6301864,201.5760155,183.4696047,274.8101717,239.1495198,204.3141982,167.4509236,191.5144318,195.0950502,202.8661082,6.00E-06,194.1583381,217.2904187,196.4914926,165.5422992,195.0607337,222.5683604,214.6872091,213.1705097,192.119626,209.6091176,220.7417813,189.0692151,202.3492044,240.1239655,237.93626,254.3004566,234.0425021,199.2206134,255.4425347,198.1307951,163.1404662,162.6622626,166.2286251,190.0896636,195.9595267,161.5212027,187.7334391,164.7215496,208.7049053,197.7816789,167.9757533,183.4301146,178.7445627,163.1790552,197.6260772,175.2967493,198.8320892,206.0946431,166.8065371,158.5915844,178.8999487,179.2989258,179.8260948,154.2709952,209.2376989,185.8223805,181.3203779,156.3798388,185.9454781,205.751594,186.5153347
464,6.747783333,539.3149,241.2486519,257.7631107,396.4603485,40.50434245,147.1025131,948.8626987,176.5107165,6.25E-06,719.3824183,372.051362,6.00E-06,289.8356987,315.2861515,504.8109432,584.0542659,466.1257512,425.5670379,6.78E-06,291.4319754,6.06E-06,589.7959095,374.1780318,6.15E-06,82.45814737,273.8219957,215.9999296,199.618114,263.7244791,299.6094818,301.6007914,153.4042524,5.02E-06,5.02E-06,285.1922936,5.75E-06,6.18E-06,5.07E-06,381.0812086,438.4486411,9.80543214,330.6530926,5.48E-06,5.59E-06,5.64E-06,5.66E-06,6.23E-06,5.64E-06,6.33E-06,5.76E-06,339.8625044,5.71E-06,303.5466845,5.95E-06,5.60E-06,5.21E-06,6.72E-06,6.09E-06,338.4644498,5.66E-06,278.7622806,6.52E-06,5.87E-06
465,5.726383333,259.1783,128.8439742,139.7918511,98.85702363,212.9880738,201.1996966,110.8279237,142.415514,57.34411359,103.783998,168.6670703,200.9228848,256.5802967,293.531591,220.3618891,135.9110246,200.7822318,153.5185502,314.1133146,297.8211952,169.522345,108.4265833,198.7314349,125.6266475,38.87800167,218.1954841,110.3866834,104.6788694,150.4666359,94.18149238,127.1024018,247.3931127,215.2893269,226.1040644,193.239573,165.4350309,206.9773765,200.8167844,415.4145138,202.5241335,176.4307515,427.9614176,108.1765915,274.0609918,437.2184998,127.8139219,135.5101517,99.30974848,157.0328368,115.9417438,285.8434577,133.179066,98.54163737,138.7878128,178.0507416,336.6563473,170.4853643,337.2269567,200.2538374,133.8568888,157.5255787,95.86415198,85.55799748
466,8.423416667,229.2408,222.7310111,204.275793,202.4890916,289.026205,210.0966542,675.9251839,210.7949047,211.3811696,191.0969611,230.1061421,255.2281789,184.8323219,187.6222838,183.3088332,186.9916441,198.1141369,191.3660659,185.6225448,209.3827361,174.2454082,191.8857361,260.1175763,172.7697416,189.9186322,214.6234498,220.8120416,257.4547797,202.1996724,189.6242182,226.0615446,220.6171823,144.7488895,136.2713079,146.9144795,169.355277,174.3870644,144.0186598,157.0228674,125.7885435,177.9620957,180.5453788,130.170565,135.8545173,110.0459709,146.5574756,147.145511,137.3691943,134.5410615,123.7659007,165.1145215,159.4654126,138.3782557,157.2089634,132.0285056,110.2563541,174.1030462,160.5920631,153.0304011,143.5669574,181.161357,164.3105434,167.5343713
467,11.4029,1404.9683,6.85E-06,144.5036658,81.59632678,80.35533507,39.28851597,7.13E-06,249.0760577,140.7283221,176.3799466,80.16741502,6.00E-06,6.24E-06,101.0868811,6.23E-06,5.84E-06,6.32E-06,6.71E-06,6.78E-06,68.50815664,6.06E-06,85.7346726,175.5532578,160.6290195,63.65925553,157.8708836,59.62328903,114.3733469,112.8489527,96.59025164,110.7769447,6.72E-06,1058.9789,5.02E-06,33.12508351,587.3261147,6.18E-06,5.07E-06,185.2308183,5.16E-06,134.975699,65.61807737,1181.667426,5.59E-06,5.64E-06,1087.779892,6.23E-06,5.64E-06,63.32974507,729.7709705,115.3499087,5.71E-06,141.0234961,5.95E-06,627.8267912,111.0869244,813.6406521,6.09E-06,103.0601428,853.5340608,6.36E-06,1173.916427,338.4878119
468,11.024,477.3223,191.3462827,179.2725975,205.93663,9.20E-06,155.5005086,7.13E-06,185.1171681,210.4685394,166.3374798,209.4827491,192.3973277,186.155868,200.3660845,168.5678792,172.9974018,173.7707453,191.6938882,172.6056514,162.2834661,161.544651,185.3661607,174.8179488,172.6906685,170.0208838,186.5191816,211.1398289,191.3623482,212.3758816,195.5520972,223.2675202,157.7858406,203.2812878,214.406018,222.7137776,196.2475502,183.6509271,169.3381893,200.2614074,189.0267304,184.1468177,220.0854559,155.7135431,203.2872817,200.938124,174.1063699,200.4056318,177.0150623,218.8759344,171.2678221,214.154453,201.7178031,184.9182916,168.0933742,175.7925671,192.2356072,205.5028151,195.8809923,243.6709389,210.3284565,200.7613361,178.7131142,191.9166564
469,11.07141667,1346.9275,6.85E-06,43.28093207,58.24780499,62.37302436,45.80804217,7.13E-06,67.05147972,78.47371551,168.8925894,67.912947,6.00E-06,6.24E-06,7.01E-06,6.23E-06,5.84E-06,6.32E-06,6.71E-06,61.4319647,7.04E-06,6.06E-06,7.48E-06,106.7622348,41.34624421,91.000016,66.64847963,57.56250813,8.35E-06,100.8572249,28.16475456,79.33026932,173.8679997,433.2262993,392.2555335,33.61487619,589.1985837,718.9698879,5.07E-06,55.01919696,79.30068108,6.21E-06,78.74800593,5.48E-06,493.1891314,573.3745104,781.1087102,672.3472602,408.3734429,746.4416092,457.1682014,5.63E-06,5.71E-06,47.93807309,828.1274412,5.60E-06,89.13701803,424.2681143,6.09E-06,30.89466752,367.1573261,6.36E-06,937.967892,373.0569682
470,10.14118333,511.3289,170.9739673,344.2541419,280.9957702,240.2681564,220.8137265,112.7865963,249.2059826,252.0782996,134.379649,231.7551412,237.3910529,291.4317345,264.3980907,388.0286963,197.2524644,308.3237062,225.5025972,241.0683744,311.3528852,220.707403,291.6623351,279.7487784,345.8167197,29.73742532,261.2246455,358.6720092,276.9426054,335.5854379,303.6672192,265.3864969,272.9423459,287.5147117,254.7054807,210.5553414,5.75E-06,287.9016202,5.07E-06,181.1485987,164.3813594,299.7662458,198.6293347,336.5769578,5.59E-06,5.64E-06,246.9551826,154.0118811,5.64E-06,6.33E-06,241.7939663,237.0875672,5.71E-06,237.1162909,5.95E-06,135.9901859,5.21E-06,215.0995948,180.8020672,206.3482855,5.66E-06,182.6704805,208.554612,205.0073613
471,0.69615,220.1786,157.6678108,302.8441596,221.8393934,120.3689014,272.0836967,197.7155132,141.9905711,281.0115052,365.5048867,76.9996599,81.94826914,366.5216881,118.8900528,160.455954,202.8729963,49.20322721,153.6150394,116.544317,86.35555145,118.4254595,251.2614971,93.25249533,120.8453699,217.1291168,42.63863131,112.6394892,8.35E-06,120.3931049,768.0811666,329.0191201,124.9628138,191.1921055,68.70349497,140.4257974,137.5183129,332.8293756,130.2164517,276.1831227,218.1416113,277.4680989,160.5583224,181.249136,214.42488,181.9065968,278.1668148,164.7632486,98.58161858,173.6346185,133.050413,86.5720829,95.81553247,209.416074,178.1035067,252.9883957,128.7298739,290.1349775,175.3323992,157.3249783,76.04200326,136.7389293,99.51932918,187.8206233
472,8.943416667,1085.7318,6.85E-06,6.54E-06,6.45E-06,9.20E-06,6.79E-06,7.13E-06,5.63E-06,6.25E-06,46.29933509,60.57572214,44.74074189,6.24E-06,7.01E-06,6.23E-06,5.84E-06,6.32E-06,6.71E-06,224.7505188,398.3814786,6.06E-06,154.7102778,65.14032631,161.1694684,128.8254138,30.18862072,32.24672511,37.14004262,27.55218912,212.442384,39.18304669,162.3898455,394.5307505,5.02E-06,30.95302376,87.75213637,6.18E-06,632.3405771,309.4381361,41.60573099,48.49091133,16.96003926,5.48E-06,745.5155274,909.1630493,880.0427972,722.2263869,331.3906773,254.1291421,576.3421023,85.13041939,5.71E-06,5.47E-06,649.8376377,854.8028531,65.8565009,6.72E-06,175.5192804,167.6581962,279.7627173,6.36E-06,1291.783733,193.7166074
473,0.695683333,192.1473,67.75677633,56.17651978,159.224401,231.1375768,134.0688301,181.6043539,263.9432795,267.9222662,85.17087403,131.4062882,6.00E-06,318.1341709,163.5132867,255.8611072,347.1672611,166.8271654,185.0523349,86.92135414,121.9005752,101.6081278,195.7146831,184.7157499,81.30553698,90.57082308,103.717169,125.7197984,77.99817012,212.867031,371.2492016,188.4890385,168.3769125,313.3425112,131.2203769,127.7095649,57.42677473,241.0406365,61.18044403,264.2013932,303.506183,336.4101965,195.9134006,108.699806,198.1724673,386.971201,323.7150286,190.5636673,120.0887204,208.6123445,5.76E-06,229.332901,191.7988102,73.17614982,148.9885657,211.6409121,158.9779844,163.6150461,204.7437834,132.490179,139.1626176,172.9991209,254.8620208,243.5830867
474,1.45765,122.0376,268.8396563,410.079506,270.1282696,9.20E-06,6.79E-06,343.3317063,5.63E-06,311.7321482,391.6635874,7.18E-06,6.00E-06,6.24E-06,7.01E-06,6.23E-06,503.3023264,255.8928883,316.75097,210.8396594,296.84233,234.2478863,7.48E-06,329.9960978,6.15E-06,324.6382832,203.5065227,363.6660228,8.35E-06,255.7484527,317.4339095,415.329952,327.8483629,232.6622307,225.5400653,307.9697214,153.5562071,387.6821662,229.2307835,262.9805915,228.8701127,347.6035059,6.30E-06,203.3614867,296.5964404,5.64E-06,284.2092883,6.23E-06,219.0342828,6.33E-06,5.76E-06,191.4011014,168.4654331,5.47E-06,5.95E-06,5.60E-06,235.7748271,6.72E-06,215.0163849,180.4655042,5.66E-06,6.36E-06,283.103373,232.6129666
475,14.079,1159.8189,6.85E-06,235.5496635,180.9619729,183.6616789,219.9328168,502.1598378,260.7059278,230.0939915,6.03E-06,7.18E-06,420.4082753,234.3045574,160.0765944,6.23E-06,434.758334,593.2435142,301.3559725,6.78E-06,7.04E-06,6.06E-06,7.48E-06,7.03E-06,6.15E-06,6.34E-06,7.31E-06,7.57E-06,596.5703383,629.4207298,542.0616951,7.54E-06,6.72E-06,365.9470426,261.7884295,5.39E-06,248.4484017,178.6852234,5.07E-06,5.79E-06,5.16E-06,6.21E-06,6.30E-06,244.7874552,149.4631903,248.5626865,176.9038167,204.3898413,156.1706294,259.6629664,182.8748333,445.8126518,180.7710185,411.526848,193.9601676,101.2475915,5.21E-06,6.72E-06,6.09E-06,6.14E-06,190.2979308,349.2287091,296.0860922,219.2891297
476,10.79863333,507.3326,249.8559548,237.424968,197.1786896,9.20E-06,28.07055259,131.8996913,310.8925825,544.3763553,268.7673015,7.18E-06,267.1882422,256.0038488,7.01E-06,298.3315787,170.7540429,213.4121651,226.1823708,6.78E-06,7.04E-06,253.2762366,7.48E-06,7.03E-06,248.0822481,206.6306625,257.7460222,183.6870057,221.0610158,277.2944606,6.43E-06,225.8596638,6.72E-06,5.02E-06,5.02E-06,348.426544,337.9403769,6.18E-06,340.0744987,303.5908897,343.2434537,6.21E-06,344.8883661,5.48E-06,310.0681248,5.64E-06,344.9831175,400.6438342,258.0542639,382.4814771,5.76E-06,350.2607483,265.3531112,5.47E-06,5.95E-06,311.8393561,237.0153202,417.0849862,213.2550079,306.0318917,5.66E-06,6.36E-06,387.8337823,5.87E-06
477,10.6523,541.304,218.946842,191.4289768,226.8951344,9.20E-06,172.9623924,7.13E-06,179.3203777,184.5652536,136.0230921,197.2751689,202.0269978,159.9755837,196.7431069,207.3977518,152.262584,232.3923763,6.71E-06,175.2698302,189.4610837,150.4117257,7.48E-06,198.7340032,194.956939,187.4579013,7.31E-06,285.9871422,260.9741124,164.8647227,204.2364056,211.5553266,223.6652014,177.8817355,201.2645629,199.9119523,206.4558064,172.7435162,177.5602842,201.8633815,155.0636402,201.5049623,210.0263033,180.9313799,143.3735161,212.8633777,194.1901091,179.346407,137.9196239,211.2677816,227.0679099,180.773029,199.7199904,243.2968639,190.1852426,211.3091891,210.452353,157.7734932,230.3330778,217.655651,173.2407073,156.0875223,192.5966666,174.2501953
478,12.28211667,1100.7792,6.85E-06,6.54E-06,6.45E-06,9.20E-06,6.79E-06,7.13E-06,5.63E-06,6.25E-06,6.03E-06,7.18E-06,6.00E-06,6.24E-06,7.01E-06,6.23E-06,5.84E-06,6.32E-06,6.71E-06,6.78E-06,7.04E-06,6.06E-06,7.48E-06,7.03E-06,6.15E-06,6.34E-06,7.31E-06,7.57E-06,8.35E-06,6.99E-06,6.43E-06,7.54E-06,6.72E-06,370.4255285,5.02E-06,345.4376456,86.07794953,278.7881914,209.4940605,526.9899052,392.442661,317.7272272,239.4475447,502.8742591,253.6402469,429.3399359,376.3547656,384.5557451,232.7506436,219.1032581,313.6188709,503.8628263,249.4012042,509.5707404,880.8083536,5.60E-06,757.0666958,384.3237716,295.7711384,416.2614335,5.66E-06,368.7387708,504.5650798,288.2169833
479,9.750883333,467.3016,180.5441974,242.9431977,138.9499325,146.643368,169.1473707,78.97989149,305.6091833,290.2091088,244.5190304,241.4694333,262.3274757,164.0943741,123.4532286,211.1983762,193.3837677,242.3419775,344.3098724,88.31685591,117.4719461,262.0795667,129.7805785,188.4735057,234.4693967,71.13405898,251.595846,155.7536603,101.7403122,374.6012617,162.8089357,238.6196203,121.9182325,234.2348953,236.7822158,263.3888097,236.8177875,118.2609267,196.2280196,177.0131782,233.2512736,236.2643476,365.2936971,129.0278502,5.59E-06,69.60394691,15.71158194,313.9027682,5.64E-06,214.707683,5.76E-06,5.63E-06,5.71E-06,339.2279519,163.8450769,122.9189408,184.7206074,317.1560787,99.94664694,6.14E-06,5.66E-06,96.91198993,189.138407,195.53891
480,1.144083333,386.0384,178.2934239,210.3422571,170.7354095,209.4608293,212.8816145,194.3324249,165.3119987,213.5267532,163.8972083,164.5890566,125.4210625,161.8255233,209.0055189,166.4970331,265.577523,193.1536211,186.9632173,190.1797914,205.4486278,197.3468561,212.9453391,199.0008476,131.3171573,155.2081701,167.6028675,221.925272,158.5264771,179.4105027,198.1662365,235.5970774,184.9230359,195.9607892,155.9498149,171.0315404,179.412627,181.2107857,152.5362313,189.1202119,160.9249299,197.0029303,224.0333352,148.004596,194.9244766,180.4259869,156.5068136,157.311642,104.1769167,181.6370915,116.4848973,131.1851431,152.8114931,167.2262914,182.6425752,149.5115874,145.2638769,156.2879289,164.5325907,246.7461445,201.038921,206.0162038,170.3517093,181.7448048
481,11.12496667,1302.8999,6.85E-06,142.7234186,75.64159773,64.80803519,28.69598206,12.27042895,5.63E-06,90.14516285,6.03E-06,78.87883049,6.00E-06,115.7207995,85.90437539,6.23E-06,5.84E-06,6.32E-06,6.71E-06,6.78E-06,105.3059504,6.06E-06,177.0683852,153.7879731,94.10456054,48.29461655,34.84400267,48.96759338,48.92376214,6.99E-06,6.43E-06,39.32580631,94.15472485,890.2301887,5.02E-06,43.28004557,5.75E-06,1129.971045,5.07E-06,5.79E-06,63.45057637,64.32044616,37.76229948,5.48E-06,790.081282,5.64E-06,1317.054084,6.23E-06,5.64E-06,989.5118003,875.2301653,5.63E-06,5.71E-06,5.47E-06,5.95E-06,5.60E-06,60.01202336,771.3758681,6.09E-06,65.4477791,758.2285023,115.7943005,6.52E-06,933.6327779
