ID, RT,mass,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal
23,0.692166667,161.105,6451.080321,6498.128911,6195.959017,8988.429402,3845.177846,7.13E-06,7193.297477,6547.996423,4601.118619,11215.63344,11903.18727,6643.115771,9247.325157,8955.544673,5.84E-06,9430.278086,8823.121863,7877.602559,12213.17255,8491.465856,4863.265258,9035.566764,8434.738273,2994.665288,9861.033914,7.57E-06,9794.427667,10331.86318,6.43E-06,8697.603901,9613.213135,6605.743357,7168.38829,6146.341934,6580.948877,5912.099029,5869.462548,5432.062148,5868.273314,4831.014298,6796.450437,5617.282183,7310.02839,5631.097501,5249.252408,6.23E-06,7237.642072,6.33E-06,6382.259432,6995.389006,6054.501333,8766.360075,5023.289722,6061.349046,5.21E-06,5349.166776,5614.421834,5770.58612,5790.58771,4429.589479,5402.296028,8369.91462
24,0.69655,202.0454,6.85E-06,7343.551535,5725.414103,21313.23416,4234.224836,123.4823741,7554.548335,5177.057696,164.7421635,11638.66791,11141.50358,2484.090261,6921.599088,8710.944823,4633.574211,10620.44187,8577.233656,6398.074498,13128.62066,7143.197604,4645.403633,7913.760176,7447.934686,3833.762033,8882.410575,7.57E-06,15510.90836,11238.45033,4657.934539,4934.732314,11187.51967,5008.283875,11252.04574,5066.712611,5023.533728,4849.61328,4181.44504,3240.548109,5930.198776,3878.291856,4559.226617,3557.226769,4158.290031,4448.969302,4703.728642,434.6603979,4710.142977,6494.550889,6211.422091,8802.748377,5339.762567,6289.028033,5211.847713,3886.042182,6996.487237,4558.760355,3658.465742,4906.060804,4610.24916,9557.838489,5573.349023,6705.56191
25,1.063783333,117.0791,6.85E-06,6473.184899,6419.307776,7101.298454,8842.991852,7860.414847,7819.635002,6538.212247,7653.225374,5783.655543,5729.956851,5855.984189,7505.976357,5805.970041,5400.821826,8336.248962,7941.6067,5879.333103,8130.291713,6126.669112,8373.614287,10310.57032,5622.559591,6826.780886,5837.675927,6439.921357,4143.826401,7925.552873,5981.004174,8289.033672,5142.699716,6178.508204,6494.40356,5480.311294,4758.607415,5435.174045,4959.409768,5467.368565,6265.560293,5013.994585,6024.429371,4586.143229,5617.86879,4918.125343,5375.185055,5631.322566,4263.214562,4710.883524,4869.200393,4470.447684,3450.294409,6174.249307,5608.316897,5166.039729,5118.1832,4551.435403,5568.449559,6779.273142,5603.601648,6224.622845,5046.581262,6406.430456
26,5.725033333,546.3255,15064.78652,570.8094801,819.0985541,882.8034184,869.8159812,26366.47098,117.2232209,799.0199264,146.306546,474.9024449,536.8398106,665.3317549,63.17181363,221.5688873,2675.023803,3034.25649,1721.655073,840.7210968,624.0562687,289.878595,1277.249147,1201.90612,1190.660141,859.0019781,84.24856405,632.8543558,533.7309538,523.9269396,780.9818011,708.7512871,956.6592291,14713.25164,1265.097565,124.4406948,13410.23477,14729.59696,14975.17091,910.741855,82.49567242,792.4977954,694.641518,18288.68346,12802.94196,14437.76806,1793.256011,14628.77659,11347.71953,15100.55763,12035.29672,594.3762766,14257.28252,66.15259226,16443.69711,12927.93799,824.596278,14168.65801,127.5389519,755.2304987,12791.98346,66.86196163,19214.5253,11909.24591
27,0.747783333,203.1156,3825.207492,4228.084808,2665.395209,4535.107805,4671.028365,2489.991527,3159.99072,3006.706514,3479.680665,3980.070664,4587.777329,5355.878339,5811.823521,5790.562391,2842.281471,4104.691696,3586.957806,5518.050395,6509.933066,3700.879053,3159.793813,5119.865514,2886.740414,1246.950846,4064.198032,2657.627294,3166.59265,3194.434039,2276.104063,4616.247514,3840.126308,4994.349675,4004.826087,4228.397883,4309.784932,6971.454306,6705.205996,4581.008627,5962.753805,3650.96808,8048.206269,4165.637208,6250.152509,7205.467181,3977.443515,5210.920868,3076.223808,4437.582743,4320.40788,4875.055306,2282.180209,3345.589205,4554.131099,6103.115301,5320.129192,4122.499659,4513.072271,5032.44202,4347.394103,6310.281068,3869.513032,3965.851583
28,8.07135,257.1661,5098.581724,4512.773871,4615.772992,7235.807828,4833.513283,5944.491067,3927.859893,4490.906641,4245.751876,5331.415659,3614.321606,4255.193846,4788.280932,3286.906582,3958.740322,4084.354819,4596.947272,4723.143239,4463.741728,4149.905057,5499.444536,4397.13701,3526.743987,4293.656399,5313.839923,5273.756435,6337.413,5044.760073,4631.306899,4983.110199,5166.099047,3453.321006,3239.552735,3718.263931,3790.730473,4358.234679,3565.437595,4052.324576,3446.053032,4401.669352,4603.444599,3499.417929,3633.339365,3573.723801,3700.219146,4319.177667,3737.553262,4074.296577,3964.432859,4176.177453,3981.661258,4171.476721,4237.766685,3964.971907,3988.145838,4883.197628,4546.465613,4347.297645,3843.497639,4607.225695,4595.560243,4332.073993
29,5.83725,590.352,16588.20387,6.54E-06,1029.339935,1098.219337,1162.773914,28265.89129,1367.840673,1104.859022,1687.483102,538.3763961,6.00E-06,6.24E-06,670.2328322,2275.073026,3017.690964,3247.446907,2316.777615,1139.66253,776.9062691,3048.943604,1793.557648,1381.014511,1286.694181,1106.597485,829.7168631,813.6044735,592.2068549,6.99E-06,1008.980944,872.3455953,1260.761836,8451.809652,6741.385332,5.39E-06,7550.997897,8524.21994,8593.438424,1081.831645,870.9711622,851.2347679,742.4959485,10257.83937,7294.70173,8405.031288,9463.191907,8423.359806,6470.362397,8853.262554,6942.451502,744.6893961,8168.766017,671.5856526,9522.024897,7591.349219,1031.316203,7939.854458,658.6465549,859.1756723,7162.737593,6.36E-06,11052.98338,6811.214478
30,1.137183333,168.0284,4306.171145,4611.184814,4308.560727,4521.283063,5224.478747,3878.88311,4327.166014,5763.271944,4154.822602,3914.011808,6.00E-06,3732.165608,5526.167038,4788.936179,7879.35867,5147.481319,4285.75427,4733.363743,5620.162627,4813.91988,4803.410502,5394.680589,6.15E-06,3266.372131,4060.623101,5338.809539,3524.767421,4781.946552,4450.779647,5986.47034,5896.584021,5855.61954,3882.014203,4584.658352,4451.613491,6.18E-06,4480.058465,4669.615481,85.15762084,5552.273794,6296.384147,5.48E-06,5.59E-06,5440.015304,5.66E-06,6.23E-06,2685.172542,4616.742662,5.76E-06,4896.777443,4689.799294,4450.649648,5.95E-06,3859.348621,3750.509397,3913.12935,4061.596041,5588.769217,5.66E-06,5133.156129,56.11793341,5096.896863
31,0.61745,225.9447,3888.083979,3450.227845,3469.591762,5287.359653,3587.346156,3118.871467,3309.295264,3339.053805,3305.165352,5037.582396,4184.085109,2500.730881,4032.249573,3889.9749,2971.077193,4254.41538,3691.757428,3480.417431,4747.389621,3631.511665,4241.186307,4183.65443,3870.260521,3438.585028,5110.645066,5060.511048,5307.37527,4902.767592,3641.605329,3864.06797,4533.148587,2899.450981,3166.517823,3374.01505,3715.706545,3928.062473,3017.824444,3153.858701,2515.815428,3260.042491,3694.402165,3437.124026,2791.192303,3109.646139,3180.602248,3789.94383,3333.581715,3876.772463,3578.106459,3916.126327,3795.957823,2774.681406,2922.431274,2507.856039,2974.233088,4844.794655,3364.066873,3696.835143,3412.275962,3840.598447,4247.160021,3700.099094
32,11.65476667,580.4192,4581.769278,4391.45512,3951.316756,913.7625858,4335.232001,9996.258585,5615.883645,4924.257003,11987.05277,4361.357812,5067.027254,5043.576165,5768.605439,6933.662171,7954.637424,10809.07637,4900.415266,4931.08705,4987.398226,7882.249729,6963.007549,5946.234425,6319.091428,2419.59559,6567.450307,5490.430276,4684.750946,5195.40476,5966.562589,6238.956639,9079.995244,5.02E-06,5.02E-06,3689.266436,5.75E-06,6.18E-06,5.07E-06,5033.894377,4492.414103,4804.285275,4022.184605,5.48E-06,5.59E-06,5.64E-06,5.66E-06,6.23E-06,5.64E-06,6.33E-06,5.76E-06,918.8126428,5.71E-06,3822.781426,5.95E-06,5.60E-06,6285.133351,6.72E-06,3726.178897,4424.717977,5.66E-06,3939.045619,6.52E-06,5.87E-06
33,5.68325,312.1475,2059.200998,6.54E-06,5748.402951,9.20E-06,321.1752039,56.61800356,6974.340362,3725.03759,109.0375265,6431.076558,4938.376052,1327.123069,6292.304248,5873.336329,2756.893324,3801.326877,2894.699241,4711.791687,7464.696411,7608.94147,3339.129267,7.03E-06,9541.286094,2347.829328,6426.609454,7.57E-06,8462.167615,6315.679398,3548.426081,2970.848106,13179.91547,5.02E-06,14.11903858,6223.41643,6478.87162,6.18E-06,6693.054629,4191.05543,5.16E-06,3222.351476,3829.14959,4411.82997,4537.570746,5.64E-06,5.66E-06,6.23E-06,5520.845255,6.33E-06,5.76E-06,5377.393891,5216.197832,4730.266895,11.21968746,5.60E-06,5.21E-06,4396.23009,3673.664603,3604.221787,5473.047663,2931.369289,6.52E-06,5.87E-06
